Index,Brand,Model,Price,ProductionDate,ProductionMonth,Mileage,FuelType,EngineDis,Color,TransSystem,DriveSystem,Seats,Location,SellerInfo,CarLink
32,TOYOTA,RAV4,76.8,2020年12月,53,58000,汽油,2,灰色,CVT 無段變速,前輪驅動,5,基隆市,https://www.abccar.com.tw/dealer/35590,https://www.abccar.com.tw/Car/2239457
33,TOYOTA,RAV4,39.8,2014年06月,131,134202,汽油,2,銀色,CVT 無段變速,前輪驅動,5,嘉義市,https://www.abccar.com.tw/dealer/35593,https://www.abccar.com.tw/Car/2238677
34,TOYOTA,RAV4,108.8,2023年11月,18,32781,油電複合,2.5,白色,手自排,四輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/35608,https://www.abccar.com.tw/Car/2238455
35,TOYOTA,RAV4,88.8,2022年10月,31,18000,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/69097,https://www.abccar.com.tw/Car/2238414
36,TOYOTA,RAV4,56.8,2018年06月,83,83197,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35587,https://www.abccar.com.tw/Car/2238220
37,TOYOTA,RAV4,54.8,2017年10月,91,103424,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35600,https://www.abccar.com.tw/Car/2237972
38,TOYOTA,RAV4,36.8,2013年01月,148,99477,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/213384,https://www.abccar.com.tw/Car/2237714
39,TOYOTA,RAV4,26.8,2010年10月,175,124333,汽油,2.4,銀色,自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35588,https://www.abccar.com.tw/Car/2237701
40,TOYOTA,RAV4,39.8,2014年10月,127,143536,汽油,2,白色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35600,https://www.abccar.com.tw/Car/2237586
41,TOYOTA,RAV4,47.8,2015年03月,122,139000,汽油,2.5,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35603,https://www.abccar.com.tw/Car/2236956
42,TOYOTA,RAV4,79.8,2020年07月,58,36088,汽油,2,白色,CVT 無段變速,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/35605,https://www.abccar.com.tw/Car/2236954
43,TOYOTA,RAV4,116.8,2024年01月,16,3951,油電複合,2.5,灰色,手自排,四輪驅動,5,台北市,https://www.abccar.com.tw/dealer/35589,https://www.abccar.com.tw/Car/2236908
44,TOYOTA,RAV4,113.8,2023年11月,18,12079,油電複合,2.5,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35591,https://www.abccar.com.tw/Car/2236698
45,TOYOTA,RAV4,79.8,2022年03月,38,38847,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/227538,https://www.abccar.com.tw/Car/2236225
46,TOYOTA,RAV4,108.8,2023年07月,22,28717,油電複合,2.5,白色,手自排,四輪驅動,5,新竹市,https://www.abccar.com.tw/dealer/212500,https://www.abccar.com.tw/Car/2235926
47,TOYOTA,RAV4,105.8,2023年10月,19,9015,汽油,2,灰色,CVT 無段變速,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/35586,https://www.abccar.com.tw/Car/2235599
48,TOYOTA,RAV4,109.8,2024年10月,7,4263,油電複合,2.5,白色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/35586,https://www.abccar.com.tw/Car/2235510
49,TOYOTA,RAV4,71.8,2020年01月,64,121902,油電複合,2.5,黑色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/35598,https://www.abccar.com.tw/Car/2234849
50,TOYOTA,RAV4,42.8,2014年02月,135,63550,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/227538,https://www.abccar.com.tw/Car/2234481
51,TOYOTA,RAV4,62.8,2017年07月,94,87129,油電複合,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/35599,https://www.abccar.com.tw/Car/2234385
52,TOYOTA,RAV4,94.8,2022年01月,40,51863,油電複合,2.5,白色,手自排,前輪驅動,5,新竹市,https://www.abccar.com.tw/dealer/212500,https://www.abccar.com.tw/Car/2234221
53,TOYOTA,RAV4,94.8,2022年01月,40,51863,油電複合,2.5,白色,手自排,前輪驅動,5,新竹市,https://www.abccar.com.tw/dealer/212500,https://www.abccar.com.tw/Car/2234220
54,TOYOTA,RAV4,46.8,2017年08月,93,120110,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35588,https://www.abccar.com.tw/Car/2232679
55,TOYOTA,RAV4,95.8,2020年05月,60,32918,汽油,2,白色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35603,https://www.abccar.com.tw/Car/2232530
56,TOYOTA,RAV4,95.8,2021年07月,46,59700,油電複合,2.5,灰色,手自排,前輪驅動,5,基隆市,https://www.abccar.com.tw/dealer/35590,https://www.abccar.com.tw/Car/2232513
57,TOYOTA,RAV4,29.8,2010年11月,174,41000,汽油,2.4,黑色,自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/35589,https://www.abccar.com.tw/Car/2232490
58,TOYOTA,RAV4,63.8,2017年05月,96,88600,油電複合,2.5,黑色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/35589,https://www.abccar.com.tw/Car/2232484
59,TOYOTA,RAV4,118.8,2021年11月,42,33794,油電複合,2.5,黑色,手自排,四輪驅動,5,台北市,https://www.abccar.com.tw/dealer/69097,https://www.abccar.com.tw/Car/2232480
60,TOYOTA,RAV4,69.8,2019年02月,75,70000,汽油,2,黑色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35587,https://www.abccar.com.tw/Car/2232472
61,TOYOTA,RAV4,83.8,2020年02月,63,18000,汽油,2.5,黑色,自排,四輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/35601,https://www.abccar.com.tw/Car/2232465
62,TOYOTA,RAV4,41.8,2013年01月,148,96000,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35602,https://www.abccar.com.tw/Car/2232295
63,TOYOTA,RAV4,80.8,2021年11月,42,59108,汽油,2,灰色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35587,https://www.abccar.com.tw/Car/2232132
64,TOYOTA,RAV4,55.8,2018年01月,88,100117,汽油,2,灰色,CVT 無段變速,前輪驅動,5,新竹市,https://www.abccar.com.tw/dealer/212500,https://www.abccar.com.tw/Car/2232069
65,TOYOTA,RAV4,45.8,2016年04月,109,112688,汽油,2,銀色,CVT 無段變速,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/35608,https://www.abccar.com.tw/Car/2231314
66,TOYOTA,RAV4,102.8,2023年06月,23,24700,油電複合,2.5,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35600,https://www.abccar.com.tw/Car/2230659
67,TOYOTA,RAV4,55.8,2017年05月,96,108011,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/35599,https://www.abccar.com.tw/Car/2226990
68,TOYOTA,RAV4,82.8,2019年11月,66,53455,汽油,2.5,白色,自排,四輪驅動,5,新北市,https://www.abccar.com.tw/dealer/35588,https://www.abccar.com.tw/Car/2225381
69,TOYOTA,RAV4,83.8,2021年11月,42,77300,油電複合,2.5,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/35603,https://www.abccar.com.tw/Car/2225184
70,TOYOTA,RAV4,42.8,2014年12月,125,128000,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/35598,https://www.abccar.com.tw/Car/2221741
71,TOYOTA,RAV4,45.8,2015年10月,115,99543,汽油,2,銀色,CVT 無段變速,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/35596,https://www.abccar.com.tw/Car/2221696
72,TOYOTA,RAV4,93.8,2023年03月,26,12550,汽油,2,黑色,CVT 無段變速,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/229294,https://www.abccar.com.tw/Car/2221676
73,TOYOTA,RAV4,93.8,2022年06月,35,65250,油電複合,2.5,白色,手自排,前輪驅動,5,嘉義市,https://www.abccar.com.tw/dealer/35593,https://www.abccar.com.tw/Car/2219077
74,TOYOTA,RAV4,13.8,2011年02月,171,89656,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2213090
75,TOYOTA,RAV4,28.8,2015年12月,113,80636,汽油,2.5,黑色,手自排,四輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2179846
76,TOYOTA,RAV4,9.8,2009年10月,187,89702,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2176473
77,TOYOTA,RAV4,55.8,2022年01月,40,16282,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2164940
78,TOYOTA,RAV4,50.8,2019年02月,75,20000,汽油,2,灰色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2148219
79,TOYOTA,RAV4,55.8,2021年01月,52,13937,油電複合,2.5,白色,CVT 無段變速,四輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2145218
80,TOYOTA,RAV4,50.8,2020年10月,55,30431,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2143470
81,TOYOTA,RAV4,19.8,2013年10月,139,102737,汽油,2,銀色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2132241
82,TOYOTA,RAV4,31.8,2018年11月,78,49643,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2118536
83,TOYOTA,RAV4,30.8,2017年06月,95,70181,油電複合,2.5,銀色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2104686
84,TOYOTA,RAV4,34.8,2017年01月,100,42168,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2104685
85,TOYOTA,RAV4,20.8,2012年02月,159,107874,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2068408
86,TOYOTA,RAV4,45.8,2019年06月,71,51251,汽油,2,灰色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2064817
87,TOYOTA,RAV4,15.8,2012年01月,160,106768,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2057982
88,TOYOTA,RAV4,13.8,2009年07月,190,133567,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2057423
89,TOYOTA,RAV4,19.8,2013年08月,141,76750,汽油,2,黑色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2056826
90,TOYOTA,RAV4,46.8,2019年04月,73,18283,油電複合,2.5,白色,CVT 無段變速,四輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2052234
91,TOYOTA,RAV4,45.8,2019年05月,72,20393,汽油,2,灰色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2052222
92,TOYOTA,RAV4,55.8,2020年05月,60,24212,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2052221
93,TOYOTA,RAV4,30.8,2016年05月,108,56454,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2050362
94,TOYOTA,RAV4,28.8,2016年06月,107,95821,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2048453
95,TOYOTA,RAV4,30.8,2017年08月,93,54545,汽油,2,黑色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2047014
96,TOYOTA,RAV4,49.8,2020年02月,63,34321,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2046987
97,TOYOTA,RAV4,26.8,2017年10月,91,65464,汽油,2,銀色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2046421
98,TOYOTA,RAV4,20.8,2013年09月,140,76565,汽油,2,黑色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2046419
99,TOYOTA,RAV4,50.8,2020年01月,64,13232,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2046388
100,TOYOTA,RAV4,33,2014年01月,136,160000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/71052,https://www.abccar.com.tw/Car/2241141
101,TOYOTA,RAV4,25.5,2013年03月,146,225321,汽油,2,灰色,CVT 無段變速,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/26900,https://www.abccar.com.tw/Car/2240263
102,TOYOTA,RAV4,49.8,2017年05月,96,100000,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/53718,https://www.abccar.com.tw/Car/2237910
103,TOYOTA,RAV4,72.8,2022年01月,40,87342,汽油,2,銀色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/60867,https://www.abccar.com.tw/Car/2234039
104,TOYOTA,RAV4,68.8,2017年10月,91,86314,汽油,2,白色,CVT 無段變速,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/18054,https://www.abccar.com.tw/Car/2232299
105,TOYOTA,RAV4,51.8,2018年04月,85,70742,汽油,2,黑色,CVT 無段變速,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/60864,https://www.abccar.com.tw/Car/2231130
106,TOYOTA,RAV4,53.8,2016年04月,109,175876,汽油,2,灰色,CVT 無段變速,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/60864,https://www.abccar.com.tw/Car/2231119
107,TOYOTA,RAV4,45.5,2016年07月,106,140000,汽油,2,白色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/66510,https://www.abccar.com.tw/Car/2229281
108,TOYOTA,RAV4,22.8,2009年06月,191,122117,汽油,2.4,白色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/217118,https://www.abccar.com.tw/Car/2224643
109,TOYOTA,RAV4,39.9,2016年01月,112,94242,汽油,2.5,銀色,手自排,四輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52885,https://www.abccar.com.tw/Car/2224608
110,TOYOTA,RAV4,23.8,2012年04月,157,200000,汽油,2.4,銀色,自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/53791,https://www.abccar.com.tw/Car/2221953
111,TOYOTA,RAV4,63.8,2019年07月,70,99000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/52956,https://www.abccar.com.tw/Car/2221785
112,TOYOTA,RAV4,76.8,2021年06月,47,83000,汽油,2,藍色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/52956,https://www.abccar.com.tw/Car/2221772
113,TOYOTA,RAV4,18.8,2009年12月,185,150000,汽油,2.4,白色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/53381,https://www.abccar.com.tw/Car/2221750
114,TOYOTA,RAV4,29.8,2014年10月,127,150000,汽油,2.5,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/52982,https://www.abccar.com.tw/Car/2218778
115,TOYOTA,RAV4,36.8,2014年06月,131,134170,汽油,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/53493,https://www.abccar.com.tw/Car/2243284
116,TOYOTA,RAV4,86.8,2021年01月,52,66000,油電複合,2.5,黑色,CVT 無段變速,四輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/72246,https://www.abccar.com.tw/Car/2243252
117,TOYOTA,RAV4,75,2021年03月,50,33565,汽油,2,黑色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/16093,https://www.abccar.com.tw/Car/2243244
118,TOYOTA,RAV4,59.8,2019年09月,68,182265,油電複合,2.5,銀色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/217694,https://www.abccar.com.tw/Car/2243241
119,TOYOTA,RAV4,26.8,2012年04月,157,208002,汽油,2.4,白色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/28793,https://www.abccar.com.tw/Car/2242763
120,TOYOTA,RAV4,69.8,2020年10月,55,47426,汽油,2,白色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/60867,https://www.abccar.com.tw/Car/2242759
121,TOYOTA,RAV4,30.8,2013年10月,139,210000,汽油,2.5,白色,手自排,四輪驅動,5,台北市,https://www.abccar.com.tw/dealer/66430,https://www.abccar.com.tw/Car/2242754
122,TOYOTA,RAV4,20.8,2011年01月,172,210000,汽油,2.4,白色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52889,https://www.abccar.com.tw/Car/2229094
123,TOYOTA,RAV4,99.8,2022年02月,39,24849,油電複合,2.5,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/21,https://www.abccar.com.tw/Car/2242660
124,TOYOTA,RAV4,73.8,2019年09月,68,160000,油電複合,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/42695,https://www.abccar.com.tw/Car/2229141
125,TOYOTA,RAV4,91.8,2022年03月,38,46021,油電複合,2.5,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/21,https://www.abccar.com.tw/Car/2242365
126,TOYOTA,RAV4,69.8,2020年02月,63,100959,汽油,2,灰色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/9948,https://www.abccar.com.tw/Car/2242158
127,TOYOTA,RAV4,32.8,2013年07月,142,164000,汽油,2.5,黑色,自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52889,https://www.abccar.com.tw/Car/2221158
128,TOYOTA,RAV4,49.9,2017年04月,97,91199,油電複合,2.5,灰色,自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/220684,https://www.abccar.com.tw/Car/2202729
129,TOYOTA,RAV4,62.8,2019年11月,66,150000,汽油,2,白色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/205550,https://www.abccar.com.tw/Car/2241853
130,TOYOTA,RAV4,42.8,2016年12月,101,215328,汽油,2,銀色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/205550,https://www.abccar.com.tw/Car/2203030
131,TOYOTA,RAV4,69.8,2020年07月,58,137264,油電複合,2.5,藍色,自手排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/29847,https://www.abccar.com.tw/Car/2236573
132,TOYOTA,RAV4,76.8,2020年01月,64,70631,汽油,2,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/28793,https://www.abccar.com.tw/Car/2237448
133,TOYOTA,RAV4,52.8,2017年04月,97,93000,汽油,2,灰色,自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52889,https://www.abccar.com.tw/Car/2223520
134,TOYOTA,RAV4,45.8,2017年02月,99,56000,汽油,2.5,灰色,自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52889,https://www.abccar.com.tw/Car/2237869
135,TOYOTA,RAV4,53,2017年10月,91,134411,汽油,2,白色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/61322,https://www.abccar.com.tw/Car/2241640
136,TOYOTA,RAV4,26.8,2013年09月,140,208874,汽油,2.5,白色,自排,前輪驅動,5,嘉義縣,https://www.abccar.com.tw/dealer/10283,https://www.abccar.com.tw/Car/2238672
137,TOYOTA,RAV4,42.8,2014年05月,132,170000,汽油,2,銀色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/42695,https://www.abccar.com.tw/Car/2210260
138,TOYOTA,RAV4,23.8,2012年04月,157,200000,汽油,2.4,銀色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/42695,https://www.abccar.com.tw/Car/2226753
139,TOYOTA,RAV4,48.8,2017年05月,96,117721,油電複合,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/229325,https://www.abccar.com.tw/Car/2239331
140,TOYOTA,RAV4,78.8,2020年06月,59,120000,油電複合,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/229325,https://www.abccar.com.tw/Car/2239376
141,TOYOTA,RAV4,24.8,2015年01月,124,244001,汽油,2,銀色,手自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/205414,https://www.abccar.com.tw/Car/2202694
142,TOYOTA,RAV4,16.9,2011年10月,163,348829,汽油,2.4,黑色,自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/220684,https://www.abccar.com.tw/Car/2202686
